id,name,total_serves,total_aces,total_unret,total_sp1,ace_rate,unret_rate,sp1_rate,serve_eff
653,Alexander Volkov,255,9,0,7,3.5294117647058822,0.0,2.7450980392156863,6.27
654,Karel Novacek,399,13,0,12,3.2581453634085213,0.0,3.007518796992481,6.27
655,Enzo Couacaud,303,9,0,10,2.9702970297029703,0.0,3.3003300330033003,6.27
656,Michael Chang,4486,155,5,121,3.4551939366919306,0.11145786892554614,2.6972804279982165,6.26
657,Hernan Casanova,96,1,0,5,1.0416666666666667,0.0,5.208333333333333,6.25
658,Bjorn Borg,2798,77,0,98,2.7519656897784133,0.0,3.502501786990708,6.25
659,Raul Brancaccio,64,3,0,1,4.6875,0.0,1.5625,6.25
660,Juan Ignacio Chela,64,2,0,2,3.125,0.0,3.125,6.25
661,Juan Carlos Prado Angelo,337,6,3,12,1.7804154302670623,0.8902077151335311,3.5608308605341246,6.23
662,Sergio Cortes,113,1,0,6,0.8849557522123894,0.0,5.3097345132743365,6.19
663,Gilles Simon,5871,163,31,168,2.7763583716572984,0.5280190768182592,2.86152273888605,6.17
664,Vitas Gerulaitis,617,12,0,26,1.9448946515397083,0.0,4.213938411669368,6.16
665,Mariano Navone,569,9,14,12,1.5817223198594024,2.460456942003515,2.10896309314587,6.15
666,Adriano Panatta,325,8,0,12,2.4615384615384617,0.0,3.6923076923076925,6.15
667,Alexandre Penaud,65,0,0,4,0.0,0.0,6.153846153846154,6.15
668,Antoine Hoang,65,2,0,2,3.076923076923077,0.0,3.076923076923077,6.15
669,Jimmy Wang,261,7,4,5,2.681992337164751,1.5325670498084292,1.9157088122605364,6.13
670,Aleksandre Metreveli,147,5,0,4,3.401360544217687,0.0,2.7210884353741496,6.12
671,Raul Ramirez,246,6,0,9,2.4390243902439024,0.0,3.658536585365854,6.1
672,Blaz Rola,213,7,0,6,3.2863849765258215,0.0,2.816901408450704,6.1
673,Facundo Arguello,82,0,0,5,0.0,0.0,6.097560975609756,6.1
674,Sjeng Schalken,721,13,7,24,1.8030513176144245,0.970873786407767,3.3287101248266295,6.1
675,Karue Sell,673,19,0,22,2.823179791976226,0.0,3.2689450222882614,6.09
676,Vilius Gaubas,148,3,0,6,2.027027027027027,0.0,4.054054054054054,6.08
677,Ugo Blanchet,148,4,0,5,2.7027027027027026,0.0,3.3783783783783785,6.08
678,Germain Gigounon,99,1,0,5,1.0101010101010102,0.0,5.05050505050505,6.06
679,Javier Sanchez,132,4,0,4,3.0303030303030303,0.0,3.0303030303030303,6.06
680,Adrian Voinea,66,4,0,0,6.0606060606060606,0.0,0.0,6.06
681,Sergey Fomin,232,4,0,10,1.7241379310344827,0.0,4.310344827586207,6.03
682,Albert Montanes,200,5,0,7,2.5,0.0,3.5,6.0
683,Dragos Dima,67,1,0,3,1.492537313432836,0.0,4.477611940298507,5.97
684,Ivo Minar,134,2,0,6,1.492537313432836,0.0,4.477611940298507,5.97
685,Dino Prizmic,402,10,0,14,2.487562189054726,0.0,3.482587064676617,5.97
686,Filip Horansky,67,3,0,1,4.477611940298507,0.0,1.492537313432836,5.97
687,Andrej Martin,201,2,1,9,0.9950248756218906,0.4975124378109453,4.477611940298507,5.97
688,Daniel Kosakowski,84,4,0,1,4.761904761904762,0.0,1.1904761904761905,5.95
689,Stefano Travaglia,84,3,0,2,3.5714285714285716,0.0,2.380952380952381,5.95
690,Jiri Hrebec,84,2,0,3,2.380952380952381,0.0,3.5714285714285716,5.95
691,Taylor Dent,169,0,0,10,0.0,0.0,5.9171597633136095,5.92
692,Ilya Ivashka,1202,44,0,27,3.660565723793677,0.0,2.2462562396006653,5.91
693,Oleksii Krutykh,271,9,1,6,3.321033210332103,0.36900369003690037,2.2140221402214024,5.9
694,Cooper Williams,85,1,2,2,1.1764705882352942,2.3529411764705883,2.3529411764705883,5.88
695,Mauricio Echazu,85,0,0,5,0.0,0.0,5.882352941176471,5.88
696,Jiri Novak,1093,32,0,32,2.92772186642269,0.0,2.92772186642269,5.86
697,Yuichi Sugita,445,14,0,12,3.146067415730337,0.0,2.696629213483146,5.84
698,Mariano Zabaleta,275,6,0,10,2.1818181818181817,0.0,3.6363636363636362,5.82
699,Jimmy Arias,275,8,2,6,2.909090909090909,0.7272727272727273,2.1818181818181817,5.82
700,Jose Rubin Statham,86,3,0,2,3.488372093023256,0.0,2.3255813953488373,5.81
701,David Guez,86,1,0,4,1.1627906976744187,0.0,4.651162790697675,5.81
702,Martin Borisiouk,86,4,0,1,4.651162790697675,0.0,1.1627906976744187,5.81
703,Daniel Michalski,190,0,3,8,0.0,1.5789473684210527,4.2105263157894735,5.79
704,Andres Artunedo,52,0,0,3,0.0,0.0,5.769230769230769,5.77
705,Oleksandr Ovcharenko,104,3,0,3,2.8846153846153846,0.0,2.8846153846153846,5.77
706,Salvatore Caruso,260,9,0,6,3.4615384615384617,0.0,2.3076923076923075,5.77
707,Camilo Ugo Carabelli,1094,29,4,30,2.6508226691042047,0.3656307129798903,2.742230347349177,5.76
708,Donald Young,330,5,1,13,1.5151515151515151,0.30303030303030304,3.9393939393939394,5.76
709,Libor Pimek,87,2,0,3,2.2988505747126435,0.0,3.4482758620689653,5.75
710,Neale Fraser,157,4,0,5,2.5477707006369426,0.0,3.1847133757961785,5.73
711,Daniel Dutra Da Silva,227,6,0,7,2.643171806167401,0.0,3.0837004405286343,5.73
712,Gaston Gaudio,511,8,0,21,1.5655577299412915,0.0,4.109589041095891,5.68
713,Maks Kasnikowski,231,6,0,7,2.5974025974025974,0.0,3.0303030303030303,5.63
714,Attila Balazs,427,12,0,12,2.810304449648712,0.0,2.810304449648712,5.62
715,Riccardo Bonadio,249,4,0,10,1.606425702811245,0.0,4.016064257028113,5.62
716,Nicola Kuhn,232,5,3,5,2.1551724137931036,1.293103448275862,2.1551724137931036,5.6
717,Pablo Andujar,1074,4,2,54,0.37243947858473,0.186219739292365,5.027932960893855,5.59
718,Stephane Robert,412,13,0,10,3.1553398058252426,0.0,2.4271844660194173,5.58
719,Ricardo Hocevar,54,1,1,1,1.8518518518518519,1.8518518518518519,1.8518518518518519,5.56
720,Chris Lewis,362,7,0,13,1.9337016574585635,0.0,3.591160220994475,5.52
721,David Ferrer,6976,150,23,210,2.1502293577981653,0.3297018348623853,3.010321100917431,5.49
722,Roberto Quiroz,91,2,0,3,2.197802197802198,0.0,3.2967032967032965,5.49
723,Alejandro Moro Canas,256,5,0,9,1.953125,0.0,3.515625,5.47
724,Tomas Barrios Vera,239,7,0,6,2.928870292887029,0.0,2.510460251046025,5.44
725,Roberto Carballes Baena,2384,48,27,54,2.0134228187919465,1.1325503355704698,2.2651006711409396,5.41
726,Baptiste Crepatte,148,0,1,7,0.0,0.6756756756756757,4.72972972972973,5.41
727,Mansour Bahrami,74,0,1,3,0.0,1.3513513513513513,4.054054054054054,5.41
728,Damir Dzumhur,944,14,0,37,1.4830508474576272,0.0,3.919491525423729,5.4
729,Dudi Sela,599,10,4,18,1.669449081803005,0.667779632721202,3.005008347245409,5.34
730,Aaron Krickstein,1161,36,0,26,3.10077519379845,0.0,2.239448751076658,5.34
731,Johan Kriek,412,3,0,19,0.7281553398058253,0.0,4.611650485436893,5.34
732,Timofey Skatov,304,3,0,13,0.9868421052631579,0.0,4.276315789473684,5.26
733,Noah Rubin,76,2,0,2,2.6315789473684212,0.0,2.6315789473684212,5.26
734,Marsel Ilhan,57,3,0,0,5.2631578947368425,0.0,0.0,5.26
735,Carlos Costa,247,6,0,7,2.42914979757085,0.0,2.834008097165992,5.26
736,Alexander Ritschard,95,0,0,5,0.0,0.0,5.2631578947368425,5.26
737,Carlos Eduardo Severino,95,1,0,4,1.0526315789473684,0.0,4.2105263157894735,5.26
738,Pedja Krstin,95,4,0,1,4.2105263157894735,0.0,1.0526315789473684,5.26
739,Carlos Berlocq,876,22,10,14,2.5114155251141552,1.1415525114155252,1.5981735159817352,5.25
740,Alexis Galarneau,267,10,0,4,3.745318352059925,0.0,1.4981273408239701,5.24
741,Tobias Kamke,210,3,0,8,1.4285714285714286,0.0,3.8095238095238093,5.24
742,Yannick Maden,248,5,0,8,2.0161290322580645,0.0,3.225806451612903,5.24
743,Jason Jung,96,3,0,2,3.125,0.0,2.0833333333333335,5.21
744,Peter Polansky,404,9,4,8,2.227722772277228,0.9900990099009901,1.9801980198019802,5.2
745,Gonzalo Lama,77,1,1,2,1.2987012987012987,1.2987012987012987,2.5974025974025974,5.19
746,Adrian Andreev,370,11,0,8,2.972972972972973,0.0,2.1621621621621623,5.14
747,Denis Gremelmayr,117,4,0,2,3.4188034188034186,0.0,1.7094017094017093,5.13
748,Tim Mayotte,586,11,1,18,1.8771331058020477,0.17064846416382254,3.0716723549488054,5.12
749,Blaz Kavcic,137,2,0,5,1.4598540145985401,0.0,3.6496350364963503,5.11
750,Franco Squillari,235,5,1,6,2.127659574468085,0.425531914893617,2.5531914893617023,5.11
751,Jonas Svensson,807,13,0,28,1.61090458488228,0.0,3.469640644361834,5.08
752,Dzmitry Zhyrmont,118,4,1,1,3.389830508474576,0.847457627118644,0.847457627118644,5.08
753,Ozan Baris,79,2,0,2,2.5316455696202533,0.0,2.5316455696202533,5.06
754,Thijs Boogaard,99,2,0,3,2.0202020202020203,0.0,3.0303030303030303,5.05
755,Thomas Muster,3143,80,4,72,2.545338848234171,0.12726694241170855,2.290804963410754,4.96
756,Miloslav Mecir,1296,11,2,51,0.8487654320987654,0.15432098765432098,3.935185185185185,4.94
757,Santiago Giraldo,162,3,0,5,1.8518518518518519,0.0,3.0864197530864197,4.94
758,Bill Scanlon,142,3,0,4,2.112676056338028,0.0,2.816901408450704,4.93
759,Renzo Olivo,345,2,1,14,0.5797101449275363,0.2898550724637681,4.057971014492754,4.93
760,Henrique Rocha,184,4,0,5,2.1739130434782608,0.0,2.717391304347826,4.89
761,Jarkko Nieminen,696,17,1,16,2.442528735632184,0.14367816091954022,2.2988505747126435,4.89
762,Flavio Saretta,205,3,2,5,1.4634146341463414,0.975609756097561,2.4390243902439024,4.88
763,Diego Schwartzman,4808,69,27,138,1.435108153078203,0.5615640599001663,2.870216306156406,4.87
764,Andrei Chesnokov,1611,42,11,25,2.60707635009311,0.6828057107386716,1.5518311607697082,4.84
765,Victor Pecci,145,1,0,6,0.6896551724137931,0.0,4.137931034482759,4.83
766,Daniel Smethurst,83,2,0,2,2.4096385542168677,0.0,2.4096385542168677,4.82
767,Conner Huertas Del Pino,125,0,0,6,0.0,0.0,4.8,4.8
768,Hyung Taik Lee,84,1,0,3,1.1904761904761905,0.0,3.5714285714285716,4.76
769,Roberto Cid,105,2,0,3,1.9047619047619047,0.0,2.857142857142857,4.76
770,Cooper Kose,84,1,0,3,1.1904761904761905,0.0,3.5714285714285716,4.76
771,Ruben Ramirez Hidalgo,232,7,0,4,3.0172413793103448,0.0,1.7241379310344827,4.74
772,Nicolas Devilder,85,1,0,3,1.1764705882352942,0.0,3.5294117647058822,4.71
773,Jaime Yzaga,531,5,2,18,0.9416195856873822,0.3766478342749529,3.389830508474576,4.71
774,Mats Wilander,3970,61,0,126,1.5365239294710327,0.0,3.1738035264483626,4.71
775,Dalibor Svrcina,191,2,0,7,1.0471204188481675,0.0,3.6649214659685865,4.71
776,Fernando Romboli,64,2,0,1,3.125,0.0,1.5625,4.69
777,Yannick Mertens,128,3,0,3,2.34375,0.0,2.34375,4.69
778,Jiri Vanek,171,5,0,3,2.9239766081871346,0.0,1.7543859649122806,4.68
779,Nicolas Alvarez Varona,65,0,1,2,0.0,1.5384615384615385,3.076923076923077,4.62
780,Jan Choinski,261,6,0,6,2.2988505747126435,0.0,2.2988505747126435,4.6
781,Wally Masur,392,9,0,9,2.295918367346939,0.0,2.295918367346939,4.59
782,Bjorn Phau,218,5,0,5,2.293577981651376,0.0,2.293577981651376,4.59
783,Pedro Sousa,153,3,0,4,1.9607843137254901,0.0,2.6143790849673203,4.58
784,Benjamin Balleret,67,2,0,1,2.985074626865672,0.0,1.492537313432836,4.48
785,Filip Bergevi,112,2,0,3,1.7857142857142858,0.0,2.6785714285714284,4.46
786,Jimmy Connors,4333,55,9,129,1.269328409877683,0.20770828525271176,2.977152088622202,4.45
787,Martin Cuevas,136,2,0,4,1.4705882352941178,0.0,2.9411764705882355,4.41
788,Vincent Millot,68,1,0,2,1.4705882352941178,0.0,2.9411764705882355,4.41
789,Zeljko Krajan,92,1,0,3,1.0869565217391304,0.0,3.260869565217391,4.35
790,Alberto Mancini,277,4,0,8,1.444043321299639,0.0,2.888086642599278,4.33
791,Gilles Arnaud Bailly,187,2,0,6,1.0695187165775402,0.0,3.2085561497326203,4.28
792,Illya Marchenko,234,8,2,0,3.4188034188034186,0.8547008547008547,0.0,4.27
793,Federico Luzzi,141,3,0,3,2.127659574468085,0.0,2.127659574468085,4.26
794,Guillermo Coria,1927,37,6,39,1.9200830306175403,0.3113648157758173,2.0238713025428128,4.26
795,Davide Sanguinetti,236,7,0,3,2.9661016949152543,0.0,1.271186440677966,4.24
796,Aristotelis Thanos,71,2,0,1,2.816901408450704,0.0,1.408450704225352,4.23
797,Federico Cina,142,4,0,2,2.816901408450704,0.0,1.408450704225352,4.23
798,Liang Chi Huang,48,1,0,1,2.0833333333333335,0.0,2.0833333333333335,4.17
799,Joao Menezes,193,5,0,3,2.5906735751295336,0.0,1.5544041450777202,4.15
800,Naoki Nakagawa,73,2,0,1,2.73972602739726,0.0,1.36986301369863,4.11
801,Dmitry Popko,317,6,0,7,1.8927444794952681,0.0,2.2082018927444795,4.1
802,Christophe Roger Vasselin,74,1,0,2,1.3513513513513513,0.0,2.7027027027027026,4.05
803,Luis Ayala,151,2,0,4,1.3245033112582782,0.0,2.6490066225165565,3.97
804,Andrew Harris,76,2,0,1,2.6315789473684212,0.0,1.3157894736842106,3.95
805,Nicolas Escude,280,8,0,3,2.857142857142857,0.0,1.0714285714285714,3.93
806,Zachary Svajda,154,4,0,2,2.5974025974025974,0.0,1.2987012987012987,3.9
807,Juan Manuel Cerundolo,361,8,0,6,2.21606648199446,0.0,1.6620498614958448,3.88
808,Henrik Sundstrom,129,1,0,4,0.7751937984496124,0.0,3.10077519379845,3.88
809,Andrea Gaudenzi,233,2,0,7,0.8583690987124464,0.0,3.004291845493562,3.86
810,Mark Petchey,104,0,0,4,0.0,0.0,3.8461538461538463,3.85
811,Byron Black,104,1,1,2,0.9615384615384616,0.9615384615384616,1.9230769230769231,3.85
812,Fabrice Santoro,912,24,5,6,2.6315789473684212,0.5482456140350878,0.6578947368421053,3.84
813,Filippo Volandri,474,7,0,11,1.4767932489451476,0.0,2.320675105485232,3.8
814,Juan Carlos Saez,53,2,0,0,3.7735849056603774,0.0,0.0,3.77
815,Marc Lopez,135,0,0,5,0.0,0.0,3.7037037037037037,3.7
816,Amir Weintraub,109,1,0,3,0.9174311926605505,0.0,2.7522935779816513,3.67
817,Juan Monaco,356,6,0,7,1.6853932584269662,0.0,1.9662921348314606,3.65
818,Jan Kodes,275,3,0,7,1.0909090909090908,0.0,2.5454545454545454,3.64
819,Igor Andreev,373,6,0,7,1.6085790884718498,0.0,1.876675603217158,3.49
820,Stefan Koubek,58,1,0,1,1.7241379310344827,0.0,1.7241379310344827,3.45
821,Alexander Vasilenko,58,1,0,1,1.7241379310344827,0.0,1.7241379310344827,3.45
822,Harel Levy,178,3,0,3,1.6853932584269662,0.0,1.6853932584269662,3.37
823,Jay Clarke,119,1,0,3,0.8403361344537815,0.0,2.5210084033613445,3.36
824,Alex Bogomolov Jr,90,0,0,3,0.0,0.0,3.3333333333333335,3.33
825,Lucas Catarina,242,5,0,3,2.0661157024793386,0.0,1.2396694214876034,3.31
826,Mikael Tillstrom,125,1,0,3,0.8,0.0,2.4,3.2
827,Jurgen Zopp,63,0,0,2,0.0,0.0,3.1746031746031744,3.17
828,Alex Bogdanovic,95,1,0,2,1.0526315789473684,0.0,2.1052631578947367,3.16
829,Sumit Nagal,190,0,0,6,0.0,0.0,3.1578947368421053,3.16
830,Guillermo Vilas,666,8,0,13,1.2012012012012012,0.0,1.951951951951952,3.15
831,Mikael Pernfors,676,12,0,9,1.7751479289940828,0.0,1.331360946745562,3.11
832,Jose Luis Clerc,231,5,0,2,2.1645021645021645,0.0,0.8658008658008658,3.03
833,Patrick Brady,66,1,0,1,1.5151515151515151,0.0,1.5151515151515151,3.03
834,Axel Michon,67,1,0,1,1.492537313432836,0.0,1.492537313432836,2.99
835,Tony Roche,167,0,0,5,0.0,0.0,2.9940119760479043,2.99
836,Francisco Llanes,67,0,0,2,0.0,0.0,2.985074626865672,2.99
837,Harold Mayot,67,1,0,1,1.492537313432836,0.0,1.492537313432836,2.99
838,Alberto Martin,103,0,0,3,0.0,0.0,2.912621359223301,2.91
839,Nikola Cacic,69,1,0,1,1.4492753623188406,0.0,1.4492753623188406,2.9
840,Tomas Zib,69,0,0,2,0.0,0.0,2.898550724637681,2.9
841,Steven Diez,244,2,0,5,0.819672131147541,0.0,2.0491803278688523,2.87
842,Sanam Singh,70,1,0,1,1.4285714285714286,0.0,1.4285714285714286,2.86
843,Kamil Majchrzak,70,0,0,2,0.0,0.0,2.857142857142857,2.86
844,Jose Higueras,213,0,0,6,0.0,0.0,2.816901408450704,2.82
845,Olivier Delaitre,71,1,0,1,1.408450704225352,0.0,1.408450704225352,2.82
846,Andrei Stoliarov,142,0,0,4,0.0,0.0,2.816901408450704,2.82
847,Victor Hanescu,142,1,0,3,0.704225352112676,0.0,2.112676056338028,2.82
848,Duck Hee Lee,72,1,0,1,1.3888888888888888,0.0,1.3888888888888888,2.78
849,Felix Mantilla,590,3,1,12,0.5084745762711864,0.1694915254237288,2.0338983050847457,2.71
850,Rafael Arevalo,74,0,0,2,0.0,0.0,2.7027027027027026,2.7
851,Ken Rosewall,338,0,0,9,0.0,0.0,2.662721893491124,2.66
852,Juan Aguilera,113,3,0,0,2.6548672566371683,0.0,0.0,2.65
853,Ilie Nastase,264,5,0,2,1.893939393939394,0.0,0.7575757575757576,2.65
854,Mariano Puerta,77,1,0,1,1.2987012987012987,0.0,1.2987012987012987,2.6
855,Nicola Pietrangeli,154,1,0,3,0.6493506493506493,0.0,1.948051948051948,2.6
856,Arnaud Di Pasquale,116,2,0,1,1.7241379310344827,0.0,0.8620689655172413,2.59
857,Mate Delic,78,0,0,2,0.0,0.0,2.5641025641025643,2.56
858,Facundo Mena,79,0,0,2,0.0,0.0,2.5316455696202533,2.53
859,Alexander Cozbinov,161,2,0,2,1.2422360248447204,0.0,1.2422360248447204,2.48
860,Gabriel Markus,204,0,0,5,0.0,0.0,2.450980392156863,2.45
861,Eddie Dibbs,41,0,0,1,0.0,0.0,2.4390243902439024,2.44
862,Altug Celikbilek,82,2,0,0,2.4390243902439024,0.0,0.0,2.44
863,Jan Hernych,82,1,0,1,1.2195121951219512,0.0,1.2195121951219512,2.44
864,Jordi Arrese,302,3,0,4,0.9933774834437086,0.0,1.3245033112582782,2.32
865,Karol Beck,88,1,0,1,1.1363636363636365,0.0,1.1363636363636365,2.27
866,Manuel Orantes,136,3,0,0,2.2058823529411766,0.0,0.0,2.21
867,Mike Bryan,91,0,0,2,0.0,0.0,2.197802197802198,2.2
868,Nikola Pilic,97,1,0,1,1.0309278350515463,0.0,1.0309278350515463,2.06
869,Alan Mackin,97,0,0,2,0.0,0.0,2.0618556701030926,2.06
870,Yuichi Ito,49,1,0,0,2.0408163265306123,0.0,0.0,2.04
871,Carlos Gimeno Valero,49,0,0,1,0.0,0.0,2.0408163265306123,2.04
872,Todd Reid,100,1,0,1,1.0,0.0,1.0,2.0
873,Evan King,152,2,0,1,1.3157894736842106,0.0,0.6578947368421053,1.97
874,Vincent Spadea,102,1,0,1,0.9803921568627451,0.0,0.9803921568627451,1.96
875,Lukas Neumayer,104,1,0,1,0.9615384615384616,0.0,0.9615384615384616,1.92
876,Bruno Kuzuhara,217,0,2,2,0.0,0.9216589861751152,0.9216589861751152,1.84
877,Kelly Evernden,116,0,0,2,0.0,0.0,1.7241379310344827,1.72
878,Andrea Pellegrino,58,0,0,1,0.0,0.0,1.7241379310344827,1.72
879,Steve Denton,116,0,0,2,0.0,0.0,1.7241379310344827,1.72
880,Kyrian Jacquet,118,1,0,1,0.847457627118644,0.0,0.847457627118644,1.69
881,Christophe Rochus,59,0,0,1,0.0,0.0,1.694915254237288,1.69
882,Corrado Borroni,59,0,0,1,0.0,0.0,1.694915254237288,1.69
883,Martin Jaite,298,2,0,3,0.6711409395973155,0.0,1.0067114093959733,1.68
884,Adam Walton,125,1,0,1,0.8,0.0,0.8,1.6
885,Brian Teacher,133,0,0,2,0.0,0.0,1.5037593984962405,1.5
886,Arklon Huertas Del Pino,135,1,0,1,0.7407407407407407,0.0,0.7407407407407407,1.48
887,Pedro Araujo,71,0,0,1,0.0,0.0,1.408450704225352,1.41
888,Pavel Tsoy,72,0,0,1,0.0,0.0,1.3888888888888888,1.39
889,Cedrik Marcel Stebe,75,0,0,1,0.0,0.0,1.3333333333333333,1.33
890,Strong Kirchheimer,77,1,0,0,1.2987012987012987,0.0,0.0,1.3
891,Evan Zhu,80,0,0,1,0.0,0.0,1.25,1.25
892,Diego Hartfield,171,0,0,2,0.0,0.0,1.1695906432748537,1.17
893,Stefano Pescosolido,88,0,0,1,0.0,0.0,1.1363636363636365,1.14
894,Marcel Freeman,89,1,0,0,1.1235955056179776,0.0,0.0,1.12
895,Hiroki Moriya,90,0,0,1,0.0,0.0,1.1111111111111112,1.11
896,Francisco Clavet,98,0,0,1,0.0,0.0,1.0204081632653061,1.02
897,Florent Serra,105,0,0,1,0.0,0.0,0.9523809523809523,0.95
898,Harold Solomon,111,0,0,1,0.0,0.0,0.9009009009009009,0.9
899,Jean Rene Lisnard,117,0,0,1,0.0,0.0,0.8547008547008547,0.85
900,John Marks,187,0,0,1,0.0,0.0,0.5347593582887701,0.53
901,Markus Eriksson,81,0,0,0,0.0,0.0,0.0,0.0
902,Dario Acosta,67,0,0,0,0.0,0.0,0.0,0.0
903,Ho Gi Kang,63,0,0,0,0.0,0.0,0.0,0.0
904,Hunter Reese,60,0,0,0,0.0,0.0,0.0,0.0
905,Inaki Montes De La Torre,86,0,0,0,0.0,0.0,0.0,0.0
906,Izak Van Der Merwe,73,0,0,0,0.0,0.0,0.0,0.0
907,Alexey Vatutin,54,0,0,0,0.0,0.0,0.0,0.0
908,Corrado Barazzutti,58,0,0,0,0.0,0.0,0.0,0.0
909,Andrei Cherkasov,96,0,0,0,0.0,0.0,0.0,0.0
910,Nattan Benjasupawan,56,0,0,0,0.0,0.0,0.0,0.0
911,Milos Sekulic,71,0,0,0,0.0,0.0,0.0,0.0
912,Fitriadi M Rifqi,58,0,0,0,0.0,0.0,0.0,0.0
